timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-26T16:42:31,redis-om,80a0f97c-9ec7-473b-a2b2-9256c07422dc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.8211520000040764,1.9515236065784402e-06,6.917470616881403e-07,6.5007117695000005,0.0,10.0,7.825599805083053e-06,0.0,1.2017443333348233e-05,1.9843043138431286e-05,0.0,Brazil,BRA,ceará,,,Windows-10-10.0.19045-SP0,3.12.10,3.2.7,12,AMD Ryzen 5 1600 Six-Core Processor,0,,-39.5594,-3.3754,15.464908599853516,machine,0.0,0,76.2,11.787574768066406,N,1.0,0.0
