arquivo,escopo,nome,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs
aredis_om/model/model.py,funcao,_append_schema_modifiers,3,7,5,9,10,14,24.4064,46.507,1.9286,89.6921,4.9829,0.0155
aredis_om/model/model.py,funcao,_schema_for_vector_leaf_type,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/model.py,funcao,_schema_for_container_member_leaf_type,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
aredis_om/model/model.py,funcao,_schema_for_tag_leaf_type,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/model.py,funcao,_schema_for_geo_leaf_type,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/model.py,funcao,_schema_for_numeric_leaf_type,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/model.py,funcao,_schema_for_string_leaf_type,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/query_resolver.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/query_resolver.py,funcao,query,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/query_resolver.py,funcao,resolve,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/render_tree.py,funcao,_name_resolver,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/render_tree.py,funcao,_next_indent,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
aredis_om/model/render_tree.py,funcao,_start_shape,1,4,3,6,5,9,8.0,20.8974,0.75,15.673,0.8707,0.007
aredis_om/model/render_tree.py,funcao,_end_shape,2,5,3,6,7,9,13.6096,25.2662,1.2,30.3194,1.6844,0.0084
aredis_om/model/render_tree.py,funcao,render_tree,2,4,3,6,6,9,10.0,23.2647,1.5,34.897,1.9387,0.0078
aredis_om/model/token_escaper.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/token_escaper.py,funcao,escape,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/types.py,funcao,__init__,3,10,9,12,13,21,37.9742,77.7092,1.8,139.8766,7.7709,0.0259
aredis_om/model/types.py,funcao,__str__,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/types.py,funcao,from_coordinates,2,7,3,7,9,10,21.6515,31.6993,1.0,31.6993,1.7611,0.0106
aredis_om/model/types.py,funcao,parse_redis,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/cli/index.py,funcao,run_async,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/cli/index.py,funcao,index,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/cli/index.py,funcao,create,4,8,5,9,12,14,32.0,50.1895,2.25,112.9263,6.2737,0.0167
aredis_om/model/cli/index.py,funcao,drop,2,5,4,5,7,9,13.6096,25.2662,1.0,25.2662,1.4037,0.0084
aredis_om/model/cli/index.py,funcao,rebuild,2,5,4,5,7,9,13.6096,25.2662,1.0,25.2662,1.4037,0.0084
aredis_om/model/cli/migrate.py,funcao,run_async,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/cli/migrate.py,funcao,handle_redis_errors,2,5,3,5,7,8,13.6096,22.4588,1.0,22.4588,1.2477,0.0075
aredis_om/model/cli/migrate.py,funcao,migrate,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/cli/migrate.py,funcao,status,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/cli/migrate.py,funcao,run,3,14,11,17,17,28,58.0579,114.449,1.8214,208.4606,11.5811,0.0381
aredis_om/model/cli/migrate.py,funcao,create,2,5,3,5,7,8,13.6096,22.4588,1.0,22.4588,1.2477,0.0075
aredis_om/model/cli/migrate.py,funcao,rollback,3,9,7,10,12,17,33.2842,60.9444,1.6667,101.5739,5.643,0.0203
aredis_om/model/cli/migrate.py,funcao,reset,2,5,4,5,7,9,13.6096,25.2662,1.0,25.2662,1.4037,0.0084
aredis_om/model/cli/migrate.py,funcao,downgrade,3,9,7,9,12,16,33.2842,57.3594,1.5,86.0391,4.78,0.0191
aredis_om/model/cli/migrate_data.py,funcao,run_async,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/cli/migrate_data.py,funcao,handle_redis_errors,2,5,3,5,7,8,13.6096,22.4588,1.0,22.4588,1.2477,0.0075
aredis_om/model/cli/migrate_data.py,funcao,migrate_data,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/cli/migrate_data.py,funcao,status,4,9,5,9,13,14,36.5293,51.8062,2.0,103.6123,5.7562,0.0173
aredis_om/model/cli/migrate_data.py,funcao,run,3,10,9,12,13,21,37.9742,77.7092,1.8,139.8766,7.7709,0.0259
aredis_om/model/cli/migrate_data.py,funcao,create,2,5,3,5,7,8,13.6096,22.4588,1.0,22.4588,1.2477,0.0075
aredis_om/model/cli/migrate_data.py,funcao,rollback,2,6,5,7,8,12,17.5098,36.0,1.1667,42.0,2.3333,0.012
aredis_om/model/cli/migrate_data.py,funcao,verify,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
aredis_om/model/cli/migrate_data.py,funcao,progress,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
aredis_om/model/cli/migrate_data.py,funcao,clear_progress,2,6,5,6,8,11,17.5098,33.0,1.0,33.0,1.8333,0.011
aredis_om/model/cli/migrate_data.py,funcao,check_schema,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
aredis_om/model/migrations/data/base.py,funcao,__init__,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
aredis_om/model/migrations/data/base.py,funcao,start,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
aredis_om/model/migrations/data/base.py,funcao,update_progress,4,8,5,10,12,15,32.0,53.7744,2.5,134.4361,7.4687,0.0179
aredis_om/model/migrations/data/base.py,funcao,record_batch_time,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/base.py,funcao,finish,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/base.py,funcao,get_stats,6,13,9,18,19,27,63.6155,114.694,4.1538,476.4214,26.4679,0.0382
aredis_om/model/migrations/data/base.py,funcao,up,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/base.py,funcao,down,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/base.py,funcao,can_run,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/migrator.py,funcao,__init__,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/data/migrator.py,funcao,discover_migrations,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
aredis_om/model/migrations/data/migrator.py,funcao,_load_migrations_from_directory,4,10,5,10,14,15,41.2193,57.1103,2.0,114.2206,6.3456,0.019
aredis_om/model/migrations/data/migrator.py,funcao,_load_migrations_from_module,2,5,2,5,7,7,13.6096,19.6515,1.0,19.6515,1.0917,0.0066
aredis_om/model/migrations/data/migrator.py,funcao,_load_builtin_migrations,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/migrator.py,funcao,get_applied_migrations,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/data/migrator.py,funcao,mark_migration_applied,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/migrator.py,funcao,mark_migration_unapplied,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/migrator.py,funcao,_topological_sort,6,12,7,14,18,21,58.5293,87.5684,3.5,306.4895,17.0272,0.0292
aredis_om/model/migrations/data/migrator.py,funcao,get_pending_migrations,3,3,3,5,6,8,9.5098,20.6797,2.5,51.6993,2.8722,0.0069
aredis_om/model/migrations/data/migrator.py,funcao,status,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/migrator.py,funcao,run_migrations,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
aredis_om/model/migrations/data/migrator.py,funcao,_run_single_migration,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
aredis_om/model/migrations/data/migrator.py,funcao,run_migrations_with_monitoring,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
aredis_om/model/migrations/data/migrator.py,funcao,_get_pending_migrations,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/migrator.py,funcao,_run_pending_migrations_with_monitoring,3,6,4,7,9,11,20.2647,34.8692,1.75,61.0211,3.3901,0.0116
aredis_om/model/migrations/data/migrator.py,funcao,_log_pending_migrations,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/migrator.py,funcao,_build_monitoring_result,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
aredis_om/model/migrations/data/migrator.py,funcao,_build_migration_error,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/migrator.py,funcao,_log_monitoring_summary,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
aredis_om/model/migrations/data/migrator.py,funcao,rollback_migration,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
aredis_om/model/migrations/data/migrator.py,funcao,create_migration_file,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,check_for_schema_mismatches,3,8,4,8,11,12,28.7549,41.5132,1.5,62.2698,3.4594,0.0138
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_parse_index_schema,4,8,5,10,12,15,32.0,53.7744,2.5,134.4361,7.4687,0.0179
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_get_datetime_fields,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_get_recommendation,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,add_conversion_error,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,add_converted_field,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,add_skipped_field,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,add_processed_key,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,get_summary,3,5,3,6,8,9,16.3645,27.0,1.8,48.6,2.7,0.009
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_safe_convert_datetime_value,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_convert_datetime_value,4,8,5,9,12,14,32.0,50.1895,2.25,112.9263,6.2737,0.0167
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_check_error_threshold,3,5,3,6,8,9,16.3645,27.0,1.8,48.6,2.7,0.009
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_log_progress,6,8,7,14,14,21,39.5098,79.9545,5.25,419.7609,23.32,0.0267
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,get_migration_stats,1,1,1,1,2,2,0,2.0,0.5,1.0,0.0556,0.0007
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_load_previous_progress,1,2,2,2,3,4,2.0,6.3399,0.5,3.1699,0.1761,0.0021
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_save_progress_if_needed,3,5,3,5,8,8,16.3645,24.0,1.5,36.0,2.0,0.008
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_collect_hash_keys,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_process_hash_batch,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_log_hash_batch_completion,3,6,3,6,9,9,20.2647,28.5293,1.5,42.794,2.3774,0.0095
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_normalize_hash_data,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_process_hash_key,5,10,6,11,15,17,44.8289,66.4171,2.75,182.6471,10.1471,0.0221
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_clear_progress_on_completion,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,save_progress,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,load_progress,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,clear_progress,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,has_saved_progress,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,up,5,9,5,9,14,14,40.139,53.303,2.5,133.2574,7.4032,0.0178
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_process_hash_model,2,6,3,6,8,9,17.5098,27.0,1.0,27.0,1.5,0.009
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_process_json_model,8,15,11,21,23,32,82.6034,144.754,5.6,810.6223,45.0346,0.0483
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_convert_datetime_fields_in_dict,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,down,4,7,4,7,11,11,27.6515,38.0537,2.0,76.1075,4.2282,0.0127
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_rollback_hash_model,5,8,6,11,13,17,35.6096,62.9075,3.4375,216.2444,12.0136,0.021
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_rollback_json_model,2,2,2,3,4,5,4.0,10.0,1.5,15.0,0.8333,0.0033
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_rollback_datetime_fields_in_dict,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,_convert_timestamp_to_iso,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/data/builtin/datetime_migration.py,funcao,can_run,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/base.py,funcao,__init__,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
aredis_om/model/migrations/schema/base.py,funcao,up,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/base.py,funcao,down,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,import_submodules,3,5,3,5,8,8,16.3645,24.0,1.5,36.0,2.0,0.008
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,schema_hash_key,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,schema_text_key,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,create_index,2,3,2,4,5,6,6.7549,13.9316,1.3333,18.5754,1.032,0.0046
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,run,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,create,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,drop,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,__init__,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,_get_connection,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,_get_schema,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,_index_exists,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,_append_create_migration,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,_append_recreate_migrations,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/legacy_migrator.py,funcao,detect_migrations,3,5,3,5,8,8,16.3645,24.0,1.5,36.0,2.0,0.008
aredis_om/model/migrations/schema/migrator.py,funcao,__init__,1,4,2,4,5,6,8.0,13.9316,0.5,6.9658,0.387,0.0046
aredis_om/model/migrations/schema/migrator.py,funcao,discover_migrations,4,10,5,10,14,15,41.2193,57.1103,2.0,114.2206,6.3456,0.019
aredis_om/model/migrations/schema/migrator.py,funcao,get_applied,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/migrations/schema/migrator.py,funcao,mark_applied,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/migrator.py,funcao,mark_unapplied,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/migrator.py,funcao,status,2,4,2,4,6,6,10.0,15.5098,1.0,15.5098,0.8617,0.0052
aredis_om/model/migrations/schema/migrator.py,funcao,run,3,5,3,5,8,8,16.3645,24.0,1.5,36.0,2.0,0.008
aredis_om/model/migrations/schema/migrator.py,funcao,rollback,1,3,2,4,4,6,4.7549,12.0,0.6667,8.0,0.4444,0.004
aredis_om/model/migrations/schema/migrator.py,funcao,_rollback_migration,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/migrations/schema/migrator.py,funcao,downgrade,3,6,4,6,9,10,20.2647,31.6993,1.5,47.5489,2.6416,0.0106
aredis_om/model/migrations/schema/migrator.py,funcao,create_migration_file,4,10,7,13,14,20,41.2193,76.1471,2.6,197.9825,10.999,0.0254
