arquivo,escopo,nome,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs
aredis_om/model/model.py,funcao,check,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/model.py,funcao,_has_vector_options_for_field,3,8,5,10,11,15,28.7549,51.8915,1.875,97.2965,5.4054,0.0173
aredis_om/model/model.py,funcao,_validate_hash_field_type,1,6,3,6,7,9,15.5098,25.2662,0.5,12.6331,0.7018,0.0084
aredis_om/model/model.py,funcao,__init_subclass__,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/model.py,funcao,_get_field_expirations,4,9,4,9,13,13,36.5293,48.1057,2.0,96.2114,5.3451,0.016
aredis_om/model/model.py,funcao,_validate_save_options,2,4,3,6,6,9,10.0,23.2647,1.5,34.897,1.9387,0.0078
aredis_om/model/model.py,funcao,_preserve_field_ttls,4,9,6,9,13,15,36.5293,55.5066,2.0,111.0132,6.1674,0.0185
aredis_om/model/model.py,funcao,_apply_field_expirations,3,5,4,7,8,11,16.3645,33.0,2.1,69.3,3.85,0.011
aredis_om/model/model.py,funcao,all_pks,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/model.py,funcao,_get_value,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/model.py,funcao,schema_for_fields,4,9,4,9,13,13,36.5293,48.1057,2.0,96.2114,5.3451,0.016
aredis_om/model/model.py,funcao,schema_for_type,2,7,4,7,9,11,21.6515,34.8692,1.0,34.8692,1.9372,0.0116
aredis_om/model/model.py,funcao,_issubclass_safe,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/model.py,funcao,_schema_for_type,4,11,8,16,15,24,46.0537,93.7654,2.9091,272.772,15.154,0.0313
aredis_om/model/model.py,funcao,_schema_for_container_type,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
aredis_om/model/model.py,funcao,_schema_for_numeric_type,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/model.py,funcao,_schema_for_string_type,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/model.py,funcao,_schema_for_redis_model_type,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/model.py,funcao,_schema_for_default_type,0,0,0,0,0,0,0,0,0,0,0,0
aredis_om/model/model.py,funcao,expire_field,2,2,2,2,4,4,4.0,8.0,1.0,8.0,0.4444,0.0027
aredis_om/model/model.py,funcao,field_ttl,2,2,2,2,4,4,4.0,8.0,1.0,8.0,0.4444,0.0027
aredis_om/model/model.py,funcao,persist_field,2,2,2,2,4,4,4.0,8.0,1.0,8.0,0.4444,0.0027
aredis_om/model/model.py,funcao,_collect_schema_fields,2,3,2,3,5,5,6.7549,11.6096,1.0,11.6096,0.645,0.0039
aredis_om/model/model.py,funcao,_schema_for_json_field,1,2,1,2,3,3,2.0,4.7549,0.5,2.3774,0.1321,0.0016
aredis_om/model/model.py,funcao,_schema_for_embedded_model,2,5,2,5,7,7,13.6096,19.6515,1.0,19.6515,1.0917,0.0066
aredis_om/model/model.py,funcao,_schema_for_leaf_type,5,8,5,9,13,14,35.6096,51.8062,2.8125,145.7048,8.0947,0.0173
