timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-31T16:35:27,redis-om,3b571dec-535e-43c1-8abf-aa53c038de01,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.6599428999979864,1.493094233249179e-06,5.613256710323779e-07,3.2502173128750003,0.0,10.0,3.6236900336456228e-06,0.0,1.155805472221295e-05,1.5181744755858573e-05,0.0,Brazil,BRA,ceará,,,Windows-10-10.0.19045-SP0,3.12.10,3.2.7,12,AMD Ryzen 5 1600 Six-Core Processor,0,,-39.5594,-3.3754,15.464908599853516,machine,0.0,0,48.5,7.507434844970703,N,1.0,0.0
